company_name_kr,ticker,industry,aliases
SK하이닉스,000660,전기·전자,"에스케이하이닉스보통주, SK hynix"
에스켐,475660,화학,"에스켐, S-CHEM"
에스코넥,096630,전기·전자,"에스코넥, S Connect Co., LTD"
에스텍,069510,전기·전자,"에스텍, ESTec Corporation"
에스투더블유,488280,IT 서비스,"에스투더블유, S2W Inc."
에스트래픽,234300,IT 서비스,"에스트래픽, STraffic Co., Ltd."
에스티아이,039440,기계·장비,"에스티아이, Systems Technology Incorporated"
에스티오,098660,섬유·의류,"에스티오, STO Co., Ltd."
에스티큐브,052020,유통,"에스티큐브, STCUBE"
에스티팜,237690,제약,"에스티팜, ST Pharm Co., Ltd."
에스폴리텍,050760,화학,"에스폴리텍, S POLYTECH CO.,LTD."
에스퓨얼셀,288620,전기·전자,"에스퓨얼셀, S-Fuelcell Co., Ltd."
에스피소프트,443670,유통,"에스피소프트, SPSoft Inc."
에스피시스템스,317830,기계·장비,"에스피시스템스, SP SYSTEMS CO.,LTD."
에스피지,058610,전기·전자,"에스피지, SPG CO., LTD"
에쎈테크,043340,기계·장비,"에쎈테크, ESSEN TECH CO., LTD."
에쓰씨엔지니어링,023960,건설,"에쓰씨엔지니어링보통주, SC ENGINEERING"
에어레인,163280,기계·장비,"에어레인, Airrane Co., Ltd."
에어부산,298690,운송·창고,"에어부산보통주, AirBusan"
에이디칩스,054630,기타제조,"에이디칩스, Advanced Digital Chips Inc."
에이디테크놀로지,200710,전기·전자,"에이디테크놀로지, ADTechnology Co., Ltd."
에이럭스,475580,기타제조,"에이럭스, ALUX Co., Ltd."
에이루트,096690,전기·전자,"에이루트, Aroot Co., Ltd."
에이블씨엔씨,078520,화학,"에이블씨엔씨보통주, ABLE C&C"
에이비엘바이오,298380,제약,"에이비엘바이오, ABL Bio Inc."
에이비온,203400,일반서비스,"에이비온, ABION Inc."
에이비프로바이오,195990,기계·장비,"에이비프로바이오, Abpro Bio Co., Ltd."
에이스침대,003800,기타제조,"에이스침대, AceBed"
에이스테크,088800,전기·전자,"에이스테크놀로지, Ace Technologies Corp."
에이스토리,241840,오락·문화,"에이스토리, ASTORY Co., Ltd."
에이아이코리아,364950,기계·장비,"에이아이코리아, AI Korea Co., Ltd."
에이에스텍,453860,화학,"에이에스텍, ASTech Co., Ltd."
에이에프더블류,312610,전기·전자,"에이에프더블류, A.F.W Co., Ltd"
에이엔피,015260,전기·전자,"에이엔피보통주, AUTOMOBILE&PCB"
에이엘티,172670,전기·전자,"에이엘티, ALT Co.,Ltd."
에이유브랜즈,481070,유통,"에이유브랜즈, AU BRANDZ Co., Ltd"
에이리츠,140910,부동산,"에이자기관리부동산투자회사보통주, A SELF-ADMINISTERED REAL ESTATE INVESTMENT TRUST INC."
에이직랜드,445090,전기·전자,"에이직랜드, ASICLAND Co.,Ltd"
HDC랩스,039570,건설,"에이치디씨랩스보통주, HDCLABS"
HDC현대EP,089470,화학,"에이치디씨현대이피보통주, HDC Hyundai Engineering Plastics"
HD한국조선해양,009540,기타금융,"에이치디한국조선해양보통주, HD KOREA SHIPBUILDING & OFFSHORE ENGINEERING"
HD현대건설기계,267270,기계·장비,"에이치디현대건설기계보통주, HD Hyundai Construction Equipment"
HD현대마린솔루션,443060,일반서비스,"에이치디현대마린솔루션보통주, HD HYUNDAI MARINE SOLUTION CO., LTD"
HD현대마린엔진,071970,기계·장비,"에이치디현대마린엔진보통주, HD-Hyundai Marine Engine"
HD현대미포,010620,운송장비·부품,"에이치디현대미포보통주, HD HYUNDAI MIPO"
HD현대,267250,기타금융,"에이치디현대보통주, HD HYUNDAI"
HD현대에너지솔루션,322000,전기·전자,"에이치디현대에너지솔루션보통주, HD HYUNDAI ENERGY SOLUTIONS CO.,LTD."
HD현대인프라코어,042670,기계·장비,"에이치디현대인프라코어보통주, HD Hyundai Infracore"
HD현대일렉트릭,267260,전기·전자,"에이치디현대일렉트릭보통주, HD HYUNDAI ELECTRIC"
HD현대중공업,329180,운송장비·부품,"에이치디현대중공업보통주, HD HYUNDAI HEAVY INDUSTRIES"
에이치브이엠,295310,금속,"에이치브이엠, HVM CO.,LTD."
HB솔루션,297890,기계·장비,"에이치비솔루션, HB SOLUTION"
HB인베스트먼트,440290,금융,"에이치비인베스트먼트, HB Investment, Inc."
HB테크놀러지,078150,기계·장비,"에이치비테크놀러지, HB Technology CO.,LTD."
에이치시티,072990,일반서비스,"에이치시티, HCT"
HC보광산업,225530,비금속,"에이치씨보광산업, HC BoKwang Industry"
HC홈센타,060560,유통,"에이치씨홈센타, HC HomeCenter"
HRS,036640,화학,"에이치알에스, HRS Co., Ltd"
HS화성,002460,건설,"에이치에스화성보통주, HS HWASUNG"
HS효성,487570,기타금융,"에이치에스효성보통주, HSHYOSUNG"
HS효성첨단소재,298050,화학,"에이치에스효성첨단소재보통주, HS HYOSUNG ADVANCED MATERIALS"
에이치엔에스하이텍,044990,전기·전자,"에이치엔에스하이텍, H&SHigh Tech Corp."
HLB,028300,제약,"에이치엘비, HLB INC."
HLB글로벌,003580,유통,"에이치엘비글로벌보통주, HLB GLOBAL Co., Ltd."
HLB바이오스텝,278650,일반서비스,"에이치엘비바이오스텝, HLBbioStep"
HLB생명과학,067630,제약,"에이치엘비생명과학, HLB Life Science"
HLB제넥스,187420,제약,"에이치엘비제넥스, HLB Genex"
HLB제약,047920,일반서비스,"에이치엘비제약, HLB PHARMACEUTICAL"
HLB테라퓨틱스,115450,유통,"에이치엘비테라퓨틱스, HLB Therapeutics"
HLB파나진,046210,제약,"에이치엘비파나진, HLB PANAGENE"
HLB펩,196300,제약,"에이치엘비펩, HLB Pep"
에이치엘사이언스,239610,음식료·담배,"에이치엘사이언스, HLSCIENCE Co., LTD"
에이치엠넥스,036170,전기·전자,"에이치엠넥스, HMNEX"
에이치엠씨제6호스팩,462020,금융,"에이치엠씨아이비제6호기업인수목적, HMCIB No.6 Special Purpose Acquisition Company"
에이치엠씨제7호스팩,477340,금융,"에이치엠씨아이비제7호기업인수목적, HMCIB No.7 Special Purpose Acquisition Company"
HMM,011200,운송·창고,"에이치엠엠보통주, HMM"
에이치와이티씨,148930,금속,"에이치와이티씨, HYTC CO., LTD"
에이치이엠파마,376270,일반서비스,"에이치이엠파마, HEM Pharma Inc."
에이치케이,044780,기계·장비,"에이치케이, HK CO., LTD."
HK이노엔,195940,제약,"에이치케이이노엔, HK inno.N Corporation"
HPSP,403870,기계·장비,"에이치피에스피, HPSP Co., Ltd."
에이치피오,357230,음식료·담배,"에이치피오, H.PIO Co.,Ltd"
에이텀,355690,전기·전자,"에이텀, ATUM CO., LTD."
에이테크솔루션,071670,기계·장비,"에이테크솔루션, A-Tech Solution CO., LTD."
에이텍,045660,전기·전자,"에이텍, ATEC CO.,Ltd"
에이텍모빌리티,224110,전기·전자,"에이텍모빌리티, ATEC MOBILITY"
에이티넘인베스트,021080,금융,"에이티넘인베스트먼트, Atinum Investment Co., Ltd"
에이팩트,200470,전기·전자,"에이팩트, APACT Co., Ltd."
에이프로,262260,전기·전자,"에이프로, A PRO Co., LTD"
에이프로젠바이오로직스,003060,제약,"에이프로젠바이오로직스보통주, Aprogen Biologics"
에이프로젠,007460,금속,"에이프로젠보통주, Aprogen"
에이프릴바이오,397030,일반서비스,"에이프릴바이오, AprilBio Co.,Ltd."
에이플러스에셋,244920,기타금융,"에이플러스에셋보통주, A Plus Asset"
AP시스템,265520,기계·장비,"에이피시스템, Advanced Process Systems Corporation"
에이피알,278470,화학,"에이피알보통주, APR"
APS,054620,금융,"에이피에스, APS"
AP위성,211270,전기·전자,"에이피위성, Asia Pacific Satellite Inc."
에치에프알,230240,전기·전자,"에치에프알, HFR, Inc."
에코글로우,159910,화학,"에코글로우, EcoGlow"
에코마케팅,230360,일반서비스,"에코마케팅, ECHOMARKETING Co.,Ltd."
에코바이오,038870,일반서비스,"에코바이오홀딩스, EcoBio Holdings Co., Ltd."
에코볼트,097780,운송장비·부품,"에코볼트, Eco Volt"
에코아이,448280,일반서비스,"에코아이, ECOEYE CO., LTD."
에코앤드림,101360,화학,"에코앤드림, Eco&Dream"
에코캡,128540,운송장비·부품,"에코캡, ECOCAB CO., LTD."
에코프로,086520,금융,"에코프로, ECOPRO CO., LTD"
에코프로머티,450080,전기·전자,"에코프로머티보통주, ECOPRO MATERIALS"
에코프로비엠,247540,전기·전자,"에코프로비엠, ECOPRO BM CO., LTD."
에코프로에이치엔,383310,화학,"에코프로에이치엔, ECOPRO HN CO., LTD"
에코플라스틱,038110,운송장비·부품,"에코플라스틱, ECOPLASTIC CORPORATION"
에프알텍,073540,전기·전자,"에프알텍, FRTEK CO., LTD."
에프앤가이드,064850,IT 서비스,"에프앤가이드, FnGuide Inc."
FSN,214270,IT 서비스,"에프에스엔, FSN"
에프에스티,036810,전기·전자,"에프에스티, FINE SEMITECH Corp."
에프엔씨엔터,173940,오락·문화,"에프엔씨엔터테인먼트, FNC ENTERTAINMENT Co., Ltd."
에프엔에스테크,083500,기계·장비,"에프엔에스테크, FNS TECH. Co.,Ltd."
엑사이엔씨,054940,건설,"엑사이엔씨, EXA E&C, Inc"
엑세스바이오,950130,제약,"엑세스바이오, Access Bio, Inc."
엑셀세라퓨틱스,373110,제약,"엑셀세라퓨틱스, Xcell Therapeutics Inc."
엑셈,205100,IT 서비스,"엑셈, EXEM CO., LTD."
엑스게이트,356680,IT 서비스,"엑스게이트, AXGATE Co., Ltd."
엑스큐어,070300,IT 서비스,"엑스큐어, Xcure Corp."
엑스페릭스,317770,전기·전자,"엑스페릭스, Xperix"
엑스플러스,373200,기타제조,"엑스플러스, Xplus Inc."
엑시온그룹,069920,유통,"엑시온그룹, Exion Group"
엑시콘,092870,기계·장비,"엑시콘, Exicon Co., Ltd."
엑시큐어하이트론,019490,전기·전자,"엑시큐어하이트론보통주, EXICURE HITRON INC."
엔바이오니아,317870,기타제조,"엔바이오니아, Envioneer Co., Ltd."
엔브이에이치코리아,067570,운송장비·부품,"엔브이에이치코리아, NVH KOREA INC."
엔비티,236810,일반서비스,"엔비티, NBT INC."
엔시스,333620,전기·전자,"엔시스, Nsys Co., Ltd."
엔시트론,101400,전기·전자,"엔시트론, N CITRON, INC."
엔씨소프트,036570,IT 서비스,"엔씨소프트보통주, NCsoftCorporation"
엔알비,475230,금속,"엔알비, NRB, inc"
엔에스이엔엠,078860,오락·문화,"엔에스이엔엠, NS ENM"
엔에이치스팩29호,451700,금융,"엔에이치기업인수목적29호, NH SPECIAL PURPOSE ACQUISITION 29 COMPANY"
엔에이치스팩30호,466910,금융,"엔에이치기업인수목적30호, NH SPECIAL PURPOSE ACQUISITION 30 COMPANY"
엔에이치스팩31호,481890,금융,"엔에이치기업인수목적31호, NH SPECIAL PURPOSE ACQUISITION 31 COMPANY"
NHN벅스,104200,IT 서비스,"엔에이치엔벅스, NHN BUGS Corporation"
NHN KCP,060250,금융,"엔에이치엔케이씨피, NHN KCP"
NH올원리츠,400760,부동산,"엔에이치올원리츠보통주, NHALLONEREIT"
NH투자증권우,005945,증권,"엔에이치투자증권1우선주, NH INVESTMENT & SECURITIES(1P)"
NH투자증권,005940,증권,"엔에이치투자증권보통주, NH INVESTMENT & SECURITIES"
엔에프씨,265740,화학,"엔에프씨, NFC Corporation"
NE능률,053290,오락·문화,"엔이능률, NE Neungyule, Inc."
엔젠바이오,354200,일반서비스,"엔젠바이오, NGeneBio Co., Ltd."
엔젤로보틱스,455900,기계·장비,"엔젤로보틱스, ANGEL ROBOTICS Co., Ltd."
엔젯,419080,기계·장비,"엔젯, ENJET Co.,LTD"
엔지스테크널러지,208860,IT 서비스,"엔지스테크널러지, EnGIS Technologies, Inc."
엔지켐생명과학,183490,제약,"엔지켐생명과학, ENZYCHEM LIFESCIENCES CORPORATION"
엔케이,085310,금속,"엔케이 보통주, NK"
엔케이맥스,182400,제약,"엔케이맥스, NKMAX Co., Ltd."
엔켐,348370,화학,"엔켐, Enchem Co., Ltd."
엔텔스,069410,IT 서비스,"엔텔스, nTels Co., Ltd."
엔투텍,227950,기계·장비,"엔투텍, N2TECH CO.,LTD"
엔피,291230,일반서비스,"엔피, NP"
NPX,222160,기계·장비,"엔피엑스, NPX"
엔피케이,048830,화학,"엔피케이, NPK CO., LTD"
엘디티,096870,전기·전자,"엘디티, LDT Inc."
엘브이엠씨홀딩스,900140,유통,"엘브이엠씨홀딩스보통주, LVMC Holdings"
LB세미콘,061970,전기·전자,"엘비세미콘, LB SEMICON"
LB인베스트먼트,309960,금융,"엘비인베스트먼트, LB Investment Inc."
엘앤씨바이오,290650,제약,"엘앤씨바이오, L&C BIO"
엘앤에프,066970,전기·전자,"엘앤에프보통주, L&F"
엘앤케이바이오,156100,의료·정밀기기,"엘앤케이바이오메드, L&K BIOMED CO., LTD."
엘에스스팩1호,0041J0,금융,"엘에스기업인수목적1호, LS Special Purpose Acquisition No1 Company"
LS마린솔루션,060370,건설,"엘에스마린솔루션, LS Marine Solution"
LS머트리얼즈,417200,전기·전자,"엘에스머트리얼즈, LS Materials Co.,Ltd."
LS증권,078020,금융,"엘에스증권, LS SECURITIES"
LS티라유텍,322180,IT 서비스,"엘에스티라유텍, LS THiRA-UTECH"
LX하우시스우,108675,화학,"엘엑스하우시스1우선주, LX HAUSYS, LTD.(1P)"
LX하우시스,108670,화학,"엘엑스하우시스보통주, LX HAUSYS, LTD."
LX홀딩스1우,38380K,기타금융,"엘엑스홀딩스1우선주, LX HOLDINGS(1P)"
LX홀딩스,383800,기타금융,"엘엑스홀딩스보통주, LX HOLDINGS"
엘엠에스,073110,전기·전자,"엘엠에스, LMS Co.,Ltd."
엘오티베큠,083310,기계·장비,"엘오티베큠, LOT Vacuum. Co., Ltd."
LG씨엔에스,064400,IT 서비스,"엘지씨엔에스보통주, LG CNS"
LG헬로비전,037560,오락·문화,"엘지헬로비전보통주, LG HelloVision"
엘컴텍,037950,전기·전자,"엘컴텍, ELCOMTEC CO.,LTD"
LK삼양,225190,의료·정밀기기,"엘케이삼양, LK SAMYANG"
엘케이켐,489500,화학,"엘케이켐, LK CHEM Co., Ltd."
엘티씨,170920,화학,"엘티씨, LTC Co., LTD."
M83,476080,오락·문화,"엠83, M eighty-three Co.,Ltd."
엠게임,058630,IT 서비스,"엠게임, Mgame Corp."
엠디바이스,226590,전기·전자,"엠디바이스, Mdevice Co., Ltd"
엠로,058970,IT 서비스,"엠로, EMRO., Incorporated"
엠씨넥스,097520,전기·전자,"엠씨넥스보통주, MCNEX Co.,Ltd."
엠아이큐브솔루션,373170,IT 서비스,"엠아이큐브솔루션, MICUBE SOLUTION, INC."
엠아이텍,179290,의료·정밀기기,"엠아이텍, MITECH CO., LTD."
엠앤씨솔루션,484870,기계·장비,"엠앤씨솔루션보통주, MNC Solution"
엠에스씨,009780,음식료·담배,"엠에스씨, MSC"
엠에스오토텍,123040,운송장비·부품,"엠에스오토텍, MS AUTOTECH COMPANY, LIMITED"
엠에프씨,432980,제약,"엠에프씨, MFC Co., Ltd."
엠오티,413390,기계·장비,"엠오티, MOT Co.,Ltd."
엠젠솔루션,032790,유통,"엠젠솔루션, MGEN SOLUTIONS"
엠케이전자,033160,전기·전자,"엠케이전자, MKElectron"
엠투아이,347890,의료·정밀기기,"엠투아이코퍼레이션, M2I CORPORATION"
엠투엔,033310,전기·전자,"엠투엔, M2N Co.,Ltd"
엠플러스,259630,기계·장비,"엠플러스, mPlus Corp"
엣지파운드리,105550,전기·전자,"엣지파운드리, Edge Foundry"
영림원소프트랩,060850,IT 서비스,"영림원소프트랩, YoungLimWon SoftLab. Co., Ltd."
영보화학,014440,화학,"영보화학보통주, YoungboChemical"
영우디에스피,143540,기계·장비,"영우디에스피, YoungWoo DSP Co.,Ltd."
영원무역,111770,유통,"영원무역보통주, Youngone Corporation"
영원무역홀딩스,009970,기타금융,"영원무역홀딩스보통주, YoungoneHoldings"
영진약품,003520,제약,"영진약품보통주, YUNGJIN PHARM"
영풍,000670,금속,"영풍보통주, Youngpoong"
영화금속,012280,운송장비·부품,"영화금속보통주, YeonghwaMetal"
영화테크,265560,운송장비·부품,"영화테크, Younghwa Tech Co., Ltd."
영흥,012160,금속,"영흥보통주, YOUNGWIRE"
예림당,036000,오락·문화,"예림당, YeaRimDang Publishing Co., Ltd."
예선테크,250930,화학,"예선테크, YeSUN Tech Co., Ltd."
예스24,053280,유통,"예스이십사, YES24 Co.,Ltd"
예스티,122640,기계·장비,"예스티, YEST Co.,Ltd."
오가노이드사이언스,476040,일반서비스,"오가노이드사이언스, ORGANOIDSCIENCES LTD."
오가닉티코스메틱,900300,금융,"오가닉티코스메틱스홀딩스컴퍼니리미티드, ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED"
오공,045060,화학,"오공, OKONG Corporation"
오늘이엔엠,192410,전기·전자,"오늘이엔엠, ONEUL E&M"
오디텍,080520,전기·전자,"오디텍, ODTech"
오뚜기,007310,음식료·담배,"오뚜기보통주, OTOKI"
오로라,039830,일반서비스,"오로라월드, AURORA WORLD Corporation"
오로스테크놀로지,322310,기계·장비,"오로스테크놀로지, AUROS TECHNOLOGY, INC."
오르비텍,046120,일반서비스,"오르비텍, Orbitech Co., Ltd."
오름테라퓨틱,475830,제약,"오름테라퓨틱, Orum Therapeutics, Inc."
오리엔탈정공,014940,기계·장비,"오리엔탈정공, ORIENTAL PRECISION & ENGINEERING CO.,LTD"
오리엔트바이오,002630,제약,"오리엔트바이오보통주, ORIENTBIO"
오리엔트정공,065500,운송장비·부품,"오리엔트정공, Orient Precision Industries Inc."
오리온,271560,음식료·담배,"오리온보통주, ORION"
오리온홀딩스,001800,기타금융,"오리온홀딩스보통주, ORION Holdings"
오리콤,010470,일반서비스,"오리콤, ORICOM Inc."
오브젠,417860,IT 서비스,"오브젠, OBZEN Inc."
오비고,352910,IT 서비스,"오비고, Obigo Inc."
오상자이엘,053980,IT 서비스,"오상자이엘, OSANGJAIEL Co., Ltd"
오상헬스케어,036220,의료·정밀기기,"오상헬스케어, OSANG HEALTHCARE CO.,LTD"
오성첨단소재,052420,화학,"오성첨단소재, OSUNG ADVANCED MATERIALS CO., LTD."
오션인더블유,052300,유통,"오션인더블유, Ocean In W"
오스코텍,039200,제약,"오스코텍, OSCOTEC Inc."
오스템,031510,운송장비·부품,"오스템, AUSTEM CO.,LTD"
OCI홀딩스,010060,기타금융,"오씨아이홀딩스보통주, OCI Holdings Company Ltd."
오아,342870,유통,"오아, OA Co., Ltd."
오에스피,368970,음식료·담배,"오에스피, OSP Co., Ltd"
오이솔루션,138080,전기·전자,"오이솔루션, OE Solutions Co., Ltd."
오킨스전자,080580,전기·전자,"오킨스전자, OKins Electronics Co.,Ltd."
오텍,067170,운송장비·부품,"오텍, Autech Corporation"
오토앤,353590,유통,"오토앤, AUTO& Inc."
오파스넷,173130,IT 서비스,"오파스넷, OPASNET co., Ltd"
오픈베이스,049480,IT 서비스,"오픈베이스, Openbase, Inc."
오픈엣지테크놀로지,394280,IT 서비스,"오픈엣지테크놀로지, Openedges Technology, Inc."
온코닉테라퓨틱스,476060,일반서비스,"온코닉테라퓨틱스, Onconic Therapeutics Inc."
온코크로스,382150,일반서비스,"온코크로스, Oncocross Co.,Ltd."
온타이드,005320,유통,"온타이드보통주, ONTIDE"
올리패스,244460,제약,"올리패스, OLIPASS Corporation"
올릭스,226950,일반서비스,"올릭스, Olix Pharmaceuticals, Inc."
옴니시스템,057540,의료·정밀기기,"옴니시스템, Omnisystem Co., Ltd"
옵투스제약,131030,제약,"옵투스제약, OPTUS Pharmaceutical"
옵트론텍,082210,의료·정밀기기,"옵트론텍, OPTRONTEC Inc."
옵티시스,109080,전기·전자,"옵티시스, OPTICIS CO., LTD."
옵티코어,380540,전기·전자,"옵티코어, OptiCore"
옵티팜,153710,제약,"옵티팜, Optipharm. CO., LTD"
YW,051390,유통,"와이더블유, YW COMPANY LIMITED"
와이랩,432430,오락·문화,"와이랩, YLAB Corporation"
와이바이오로직스,338840,일반서비스,"와이바이오로직스, Y-Biologics, Inc"
YBM넷,057030,일반서비스,"와이비엠넷, YBM NET, Inc."
와이솔,122990,전기·전자,"와이솔, WiSoL CO., LTD."
와이씨,232140,기계·장비,"와이씨, YC Corporation"
와이씨켐,112290,화학,"와이씨켐, YCCHEM"
와이어블,065530,통신,"와이어블, Wiable"
와이엔텍,067900,일반서비스,"와이엔텍, Y-ENTEC CO.,LTD."
와이엠,007530,금속,"와이엠, YM"
와이엠씨,155650,전기·전자,"와이엠씨, YMC Co., Ltd."
와이엠텍,273640,전기·전자,"와이엠텍, YM Tech Co., Ltd."
와이엠티,251370,화학,"와이엠티, YMT CO., LTD."
와이제이링크,209640,기계·장비,"와이제이링크, YJ LINK Co.,Ltd."
와이즈넛,096250,IT 서비스,"와이즈넛, WISEnut, Inc."
와이즈버즈,273060,일반서비스,"와이즈버즈, Wise birds Inc."
와이지-원,019210,금속,"와이지-원, YG-1 CO., LTD"
와이지엔터테인먼트,122870,오락·문화,"와이지엔터테인먼트, YG Entertainment Inc."
YG PLUS,037270,IT 서비스,"와이지플러스보통주, YG PLUS"
와이투솔루션,011690,전기·전자,"와이투솔루션보통주, Y2 Solution"
YTN,040300,오락·문화,"와이티엔, YTN"
와토스코리아,079000,화학,"와토스 코리아, WATOS COREA CO.,LTD"
우리금융지주,316140,기타금융,"우리금융지주보통주, WooriFinancialGroup"
우리기술,032820,전기·전자,"우리기술, Woori Technology, Incorporation"
우리기술투자,041190,금융,"우리기술투자, Woori Technology Investment Co., Ltd"
우리넷,115440,전기·전자,"우리넷, Woori-Net Co., Ltd."
우리로,046970,유통,"우리로, WOORIRO CO., LTD"
우리바이오,082850,음식료·담배,"우리바이오, WOOREE BIO CO., LTD"
우리산업,215360,운송장비·부품,"우리산업, WOORY INDUSTRIAL CO.,LTD."
우리산업홀딩스,072470,운송장비·부품,"우리산업홀딩스, WOORY INDUSTRIAL HOLDINGS CO.,LTD."
우리손에프앤지,073560,음식료·담배,"우리손에프앤지 농업회사법인, Woorison F&G CO., LTD."
우리엔터프라이즈,037400,유통,"우리엔터프라이즈, WOOREE ENTERPRISE"
우리이앤엘,153490,전기·전자,"우리이앤엘, WOOREE E&L CO.,Ltd."
우림피티에스,101170,기계·장비,"우림피티에스, WOORIM POWER TRAIN SOLUTION"
우성,006980,음식료·담배,"우성보통주, WOOSUNG"
우수AMS,066590,운송장비·부품,"우수AMS, WOOSU AMS CO., LTD."
우신시스템,017370,기계·장비,"우신시스템보통주, WooshinSystems"
우양,103840,음식료·담배,"우양, WOOYANG CO., LTD."
우양에이치씨,101970,금속,"우양에이치씨, WOOYANG HC CO.,LTD."
우원개발,046940,건설,"우원개발, Woowon Development Co., Ltd."
우정바이오,215380,일반서비스,"우정바이오, WOOJUNG BIO, Inc."
우주일렉트로,065680,전기·전자,"우주일렉트로닉스, UJU ELECTRONICS CO., LTD"
우진,105840,의료·정밀기기,"우진보통주, WOOJIN INC"
우진비앤지,018620,제약,"우진비앤지, WooGene B&G CO., Ltd"
우진아이엔에스,010400,건설,"우진아이엔에스보통주, WOOJINI&S"
우진엔텍,457550,일반서비스,"우진엔텍, WOOJIN Ntec Inc."
우진플라임,049800,기계·장비,"우진플라임 보통주, WOOJIN PLAIMM CO., LTD"
웅진,016880,일반서비스,"웅진보통주, WOONGJIN"
웅진씽크빅,095720,일반서비스,"웅진씽크빅 보통주, WOONGJIN THINKBIG CO., LTD."
워트,396470,기계·장비,"워트 주식회사, WOT.CO.,LTD."
원림,005820,섬유·의류,"원림보통주, Wonlim"
원바이오젠,307280,제약,"원바이오젠, Wonbiogen"
원익,032940,유통,"원익, WonIk"
원익머트리얼즈,104830,화학,"원익머트리얼즈, WONIK Materials Co., Ltd."
원익IPS,240810,기계·장비,"원익아이피에스, WONIK IPS Co.,Ltd."
원익큐브,014190,유통,"원익큐브, WONIK CUBE Corp."
원익QnC,074600,비금속,"원익큐엔씨, WONIK QnC CORPORATION"
원익피앤이,217820,기계·장비,"원익피앤이, WONIK PNE"
원익홀딩스,030530,화학,"원익홀딩스, WONIK HOLDINGS CO.,LTD."
원일특강,012620,금속,"원일특강, WonilSpecialSteel"
원일티엔아이,136150,기계·장비,"원일티엔아이, WONILTNI CO., LTD."
원준,382840,기계·장비,"원준, Onejoon Co., Ltd."
원텍,336570,의료·정밀기기,"원텍, WONTECH"
원티드랩,376980,IT 서비스,"원티드랩, Wanted Lab Inc."
원풍,008370,화학,"원풍, WonpoongCorporation"
원풍물산,008290,섬유·의류,"원풍물산, WonpungMulsan"
월덱스,101160,전기·전자,"월덱스, WORLDEX INDUSTRY & TRADING CO., LTD"
웨이버스,336060,IT 서비스,"웨이버스, WAVUS"
웨이브일렉트로,095270,의료·정밀기기,"웨이브일렉트로닉스, Wave Electronics Co., Ltd."
웨이비스,289930,전기·전자,"웨이비스, Wavice Inc."
웰바이오텍,010600,유통,"웰바이오텍보통주, WELLBIOTEC"
웰크론,065950,섬유·의류,"웰크론, Welcron Company Limited"
웰크론한텍,076080,건설,"웰크론한텍, WELCRON HANTEC CO.,LTD."
웰킵스하이텍,043590,전기·전자,"웰킵스하이텍, WELKEEPS HITECH"
웹스,196700,화학,"웹스, WAPS Co., Ltd."
웹젠,069080,IT 서비스,"웹젠, Webzen Inc."
웹케시,053580,IT 서비스,"웹케시, WebCash Corporation"
위너스,479960,전기·전자,"위너스, Winners Co., Ltd."
위니아에이드,377460,일반서비스,"위니아에이드, WINIA AID CO.,LTD."
위닉스,044340,전기·전자,"위닉스, WINIX INC."
위더스제약,330350,제약,"위더스제약, Withus Pharmaceutical. Co., LTD"
위드텍,348350,의료·정밀기기,"위드텍, WITHTECH, Inc."
위메이드,112040,IT 서비스,"위메이드, Wemade Co., Ltd."
위메이드맥스,101730,IT 서비스,"위메이드맥스, Wemade Max"
위메이드플레이,123420,IT 서비스,"위메이드플레이, Wemade Play"
위세아이텍,065370,IT 서비스,"위세아이텍, WISE iTech Co., Ltd."
위즈코프,038620,유통,"위즈코프, WIZ CORP, Inc."
위지윅스튜디오,299900,오락·문화,"위지윅스튜디오, WYSIWYG STUDIOS CO., LTD."
위지트,036090,기계·장비,"위지트, WIZIT Co., Ltd."
위츠,459100,전기·전자,"위츠, WITS Co., Ltd."
윈스테크넷,136540,IT 서비스,"윈스테크넷, WINS Technet"
윈팩,097800,전기·전자,"윈팩, WINPAC INC."
윈하이텍,192390,금속,"윈하이텍, WINHITECH CO., Ltd."
윌비스,008600,유통,"윌비스보통주, TheWillBes"
윙스풋,335870,유통,"윙스풋, WINGS FOOT"
윙입푸드,900340,금융,"윙입푸드홀딩스, WING YIP FOOD HOLDINGS GROUP"
유니드,014830,화학,"유니드 보통주, UNID"
유니드비티플러스,446070,종이·목재,"유니드비티플러스보통주, UNID btplus"
유니셈,036200,기계·장비,"유니셈, UNION SEMICONDUCTOR EQUIPMENT&MATERIALS"
유니슨,018000,기계·장비,"유니슨, UNISON CO., LTD."
유니온머티리얼,047400,비금속,"유니온머티리얼보통주, Union Materials Corp."
유니온바이오메트릭스,203450,전기·전자,"유니온바이오메트릭스, UNION biometrics"
유니온,000910,비금속,"유니온보통주, Union"
유니켐,011330,섬유·의류,"유니켐보통주, UNI CHEM.CO.,LTD"
유니퀘스트,077500,유통,"유니퀘스트 보통주, Uniquest Corporation"
유니크,011320,운송장비·부품,"유니크, UNICK CORPORATION"
유니테스트,086390,기계·장비,"유니테스트, UniTest Inc."
유니테크노,241690,운송장비·부품,"유니테크노, UNITEKNO Co.,Ltd"
유니트론텍,142210,유통,"유니트론텍, Unitrontech Co.,Ltd."
유디엠텍,389680,IT 서비스,"유디엠텍, UDMTEK Co.,Ltd."
유라클,088340,IT 서비스,"유라클, URACLE. Co. Ltd"
