company_name_kr,ticker,industry,aliases
스타에스엠리츠,204210,부동산,"스타에스엠자기관리부동산투자회사보통주, STAR SM Real Estate Investment Trust Incorporated"
스타코링크,060240,운송장비·부품,"스타코링크, STACO LINK"
스타플렉스,115570,화학,"스타플렉스, STARFLEX CO., LTD"
스톤브릿지벤처스,330730,금융,"스톤브릿지벤처스, Stonebridge Ventures, Inc."
스톰테크,352090,화학,"스톰테크, Stormtec Co.,Ltd"
스튜디오산타클로스,204630,오락·문화,"스튜디오 산타클로스 엔터테인먼트, STUDIO SANTA CLAUS ENTERTAINMENT Co., Ltd."
스튜디오드래곤,253450,오락·문화,"스튜디오드래곤 주식회사, Studio Dragon Corporation"
스튜디오미르,408900,오락·문화,"스튜디오미르, Studio Mir Co., LTD."
스튜디오삼익,415380,유통,"스튜디오삼익, Studio Samick Co.,Ltd."
스틱인베스트먼트,026890,기타금융,"스틱인베스트먼트보통주, STIC Investments, Inc."
스페코,013810,기계·장비,"스페코, Speco"
스피어,347700,IT 서비스,"스피어, Sphere"
승일,049830,금속,"승일, SEUNG IL Corporation"
시공테크,020710,일반서비스,"시공테크, SIGONG TECH Co.,Ltd."
시그네틱스,033170,전기·전자,"시그네틱스, Signetics Corp."
시너지이노베이션,048870,의료·정밀기기,"시너지이노베이션, Synergy Innovation Co., Ltd."
시노펙스,025320,전기·전자,"시노펙스, Synopex Inc."
시디즈,134790,기타제조,"시디즈보통주, Sidiz,Inc"
시선AI,340810,IT 서비스,"시선에이아이, SECERN AI"
시스웍,269620,의료·정밀기기,"시스웍, SYSWORK CO., LTD"
CR홀딩스,000480,비금속,"시알홀딩스보통주, CR Holdings"
시지메드텍,056090,의료·정밀기기,"시지메드텍, CG MedTech"
시지트로닉스,429270,전기·전자,"시지트로닉스, Sigetronics, Inc."
시큐레터,418250,IT 서비스,"시큐레터, SecuLetter Co., Ltd."
시큐브,131090,IT 서비스,"시큐브, SECUVE Co., Ltd."
시프트업,462870,IT 서비스,"시프트업보통주, SHIFT UP"
신대양제지,016590,종이·목재,"신대양제지보통주, ShindaeyangPaper"
신도기연,290520,기계·장비,"신도기연, Shindo Eng. Lab., Ltd."
신도리코,029530,전기·전자,"신도리코보통주, SINDOH"
신라교역,004970,"농업, 임업 및 어업","신라교역보통주, Silla"
신라섬유,001000,부동산,"신라섬유, SillaTextile"
신라에스지,025870,유통,"신라에스지, SILLA SG CO., LTD."
신라젠,215600,일반서비스,"신라젠, SillaJen, Inc."
신성델타테크,065350,전기·전자,"신성델타테크, SHINSUNG DELTA TECH CO., LTD"
신성에스티,416180,운송장비·부품,"신성에스티, Shinsung ST Co., Ltd."
신성이엔지,011930,전기·전자,"신성이엔지보통주, SHINSUNG E&G"
신세계,004170,유통,"신세계보통주, Shinsegae Co.,Ltd"
신세계 I&C,035510,IT 서비스,"신세계아이앤씨 보통주, SHINSEGAE INFORMATION & COMMUNICATION Co"
신세계인터내셔날,031430,유통,"신세계인터내셔날보통주, SHINSEGAE INTERNATIONAL"
신세계푸드,031440,일반서비스,"신세계푸드보통주, SHINSEGAE FOOD"
신송홀딩스,006880,유통,"신송홀딩스보통주, SINGSONGHOLDINGS"
신스틸,162300,금속,"신스틸, SHIN STEEL CO.,LTD."
신시웨이,290560,IT 서비스,"신시웨이, SINSIWAY CO., LTD."
신신제약,002800,제약,"신신제약, SINSIN PHARMACEUTICAL CO., LTD."
신영와코루,005800,섬유·의류,"신영와코루보통주, ShinyoungWacoal"
신영증권,001720,증권,"신영증권보통주, ShinyoungSecurities"
신영스팩10호,472220,금융,"신영해피투모로우제10호기업인수목적, Shinyoung HappyTomorrow No.10 Special Purpose Acquisition Company"
신원,009270,섬유·의류,"신원보통주, Shinwon"
신원종합개발,017000,건설,"신원종합개발, ShinwonConstruction"
신일전자,002700,유통,"신일전자보통주, SHINIL ELECTRONICS"
신일제약,012790,제약,"신일제약, SHINIL PHARMACEUTICAL CO., LTD."
신진에스엠,138070,금속,"신진에스엠, SINJIN SM CO., LTD."
신테카바이오,226330,IT 서비스,"신테카바이오, SyntekaBio,Inc."
신풍,002870,유통,"신풍보통주, SHINPOONG INC."
신풍제약우,019175,제약,"신풍제약1우선주, ShinpoongPharmaceutical(1P)"
신풍제약,019170,제약,"신풍제약보통주, ShinpoongPharmaceutical"
신한글로벌액티브리츠,481850,기타금융,"신한글로벌액티브리츠보통주, Shinhan Global Active REIT"
신한지주,055550,기타금융,"신한금융지주회사보통주, ShinhanFinancialGroup Co.,Ltd."
신한서부티엔디리츠,404990,부동산,"신한서부티엔디리츠보통주, SHINHAN SEOBU T&D REIT"
신한알파리츠,293940,부동산,"신한알파리츠보통주, Shinhan Alpha REIT"
신한제11호스팩,452980,금융,"신한제11호기업인수목적, Shinhan 11th Special Purpose Acquisition Company"
신한제12호스팩,474660,금융,"신한제12호기업인수목적, Shinhan 12th Special Purpose Acquisition Company"
신한제13호스팩,474930,금융,"신한제13호기업인수목적, Shinhan 13th Special Purpose Acquisition Company"
신한제14호스팩,487360,금융,"신한제14호기업인수목적, Shinhan 14th Special Purpose Acquisition Company"
신한제15호스팩,487830,금융,"신한제15호기업인수목적, Shinhan 15th Special Purpose Acquisition Company"
신한제16호스팩,496070,금융,"신한제16호기업인수목적, Shinhan 16th Special Purpose Acquisition Company"
신화인터텍,056700,화학,"신화인터텍, SHINWHA INTERTEK CORP."
신화콘텍,187270,전기·전자,"신화콘텍, Shin Hwa Contech Co.,Ltd."
신흥,004080,유통,"신흥보통주, Shinhung"
신흥에스이씨,243840,전기·전자,"신흥에스이씨, SHIN HEUNG ENERGY & ELECTRONICS CO., LTD."
실리콘투,257720,유통,"실리콘투, SILICON 2 Co.,Ltd."
심텍,222800,전기·전자,"심텍, SIMMTECH Co., Ltd."
심텍홀딩스,036710,일반서비스,"심텍홀딩스, SIMMTECH HOLDINGS Co., Ltd."
심플랫폼,444530,IT 서비스,"심플랫폼, Simplatform Co., Ltd."
싸이닉솔루션,234030,전기·전자,"싸이닉솔루션, SYNIC SOLUTION CO., LTD."
싸이맥스,160980,기계·장비,"싸이맥스, CYMECHS Inc."
싸이버원,356890,IT 서비스,"싸이버원, CyberOne Co., Ltd."
싸이토젠,217330,일반서비스,"싸이토젠, Cytogen, Inc."
쌍방울,102280,섬유·의류,"쌍방울, SBW"
써니전자,004770,전기·전자,"써니전자보통주, SunnyElectronics"
썸에이지,208640,IT 서비스,"썸에이지, Thumbage Co., Ltd."
쎄노텍,222420,비금속,"쎄노텍, CENOTEC Co., Ltd"
쎄니트,037760,금속,"쎄니트, CENIT CO., LTD"
쎄크,081180,기계·장비,"쎄크, SEC co.,ltd."
쎄트렉아이,099320,운송장비·부품,"쎄트렉아이, Satrec Initiative Co., Ltd."
쎌바이오텍,049960,제약,"쎌바이오텍, CELL BIOTECH CO ., LTD"
쏘닉스,088280,전기·전자,"쏘닉스, SAWNICS INC."
쏘카,403550,일반서비스,"쏘카보통주, SOCAR"
쏠리드,050890,전기·전자,"쏠리드, Solid, Inc."
쓰리빌리언,394800,일반서비스,"쓰리빌리언, 3billion Inc."
쓰리에이로직스,177900,전기·전자,"쓰리에이로직스, 3ALogics. Inc"
씨메스,475400,기계·장비,"씨메스, CMES Inc."
씨싸이트,109670,섬유·의류,"씨싸이트, C-SITE Co., Ltd."
씨씨에스,066790,오락·문화,"씨씨에스충북방송, KOREA CABLE T.V CHUNG-BUK SYSTEM CO.,LTD."
씨아이에스,222080,기계·장비,"씨아이에스, Creative & Innovative System Corporation"
씨아이테크,004920,전기·전자,"씨아이테크보통주, CITECH"
씨앤씨인터내셔널,352480,화학,"씨앤씨인터내셔널, C&C INTERNATIONAL"
씨앤지하이테크,264660,기계·장비,"씨앤지하이테크, C&G Hi Tech Co., Ltd"
씨앤투스,352700,화학,"씨앤투스, CNTUS"
CNT85,056730,건설,"씨앤티85, CNT85"
씨어스테크놀로지,458870,의료·정밀기기,"씨어스테크놀로지, SEERS TECHNOLOGY"
CS,065770,전기·전자,"씨에스, CS CORPORATION"
씨에스베어링,297090,기계·장비,"씨에스베어링, CS BEARING Co., Ltd."
CSA 코스믹,083660,화학,"씨에스에이코스믹, CSA COSMIC CO., LTD."
씨에스윈드,112610,금속,"씨에스윈드보통주, CS Wind Corporation"
씨엑스아이,900120,금융,"씨엑스아이헬스케어테크놀리지그룹리미티드, CXI Healthcare Technology Group Limited"
씨엔알리서치,359090,일반서비스,"씨엔알리서치, C&R Research"
씨엔플러스,115530,전기·전자,"씨엔플러스, CNPLUS Co., Ltd."
씨유메디칼,115480,의료·정밀기기,"씨유메디칼시스템, CU MEDICAL SYSTEMS Inc."
씨유테크,376290,전기·전자,"씨유테크, CU TECH CORPORATION"
씨이랩,189330,IT 서비스,"씨이랩, XIIlab Co., Ltd"
CJ대한통운,000120,운송·창고,"씨제이대한통운보통주, CJ LOGISTICS"
CJ 바이오사이언스,311690,일반서비스,"씨제이바이오사이언스, CJ Bioscience"
CJ CGV,079160,오락·문화,"씨제이씨지브이 보통주, CJ CGV"
CJ ENM,035760,오락·문화,"씨제이이엔엠, CJ ENM CO., Ltd."
CJ제일제당 우,097955,음식료·담배,"씨제이제일제당 주식회사 1우선주, CJ CheilJedang Corp(1P)"
CJ제일제당,097950,음식료·담배,"씨제이제일제당 주식회사 보통주, CJ CheilJedang Corp"
CJ프레시웨이,051500,유통,"씨제이프레시웨이, CJ Freshway Corporation"
씨젠,096530,제약,"씨젠, Seegene Inc."
CG인바이츠,083790,일반서비스,"씨지인바이츠, CG Invites"
씨케이솔루션,480370,건설,"씨케이솔루션보통주, CK Solution"
씨큐브,101240,화학,"씨큐브, CQV Co., Ltd."
씨티씨바이오,060590,제약,"씨티씨바이오, CTC BIO, INC."
씨티알모빌리티,308170,운송장비·부품,"씨티알모빌리티보통주, CTR Mobility Co.,Ltd."
씨티케이,260930,화학,"씨티케이, CTK"
씨피시스템,413630,화학,"씨피시스템, CP SYSTEM"
아가방컴퍼니,013990,유통,"아가방앤컴퍼니, AGABANG&COMPANY"
아나패스,123860,전기·전자,"아나패스, Anapass, Inc."
아난티,025980,일반서비스,"아난티, Ananti Inc."
아남전자,008700,전기·전자,"아남전자보통주, AnamElectronics"
아모그린텍,125210,전기·전자,"아모그린텍, AMOGREENTECH Co., Ltd."
아모레퍼시픽우,090435,화학,"아모레퍼시픽 1우선주, AMOREPACIFIC CORPORATION(1P)"
아모레퍼시픽,090430,화학,"아모레퍼시픽 보통주, AMOREPACIFIC CORPORATION"
아모레퍼시픽홀딩스우,002795,화학,"아모레퍼시픽홀딩스1우선주, AMOREPACIFIC Holdings(1P)"
아모레퍼시픽홀딩스3우C,00279K,화학,"아모레퍼시픽홀딩스3우선주(전환), AMOREPACIFIC Holdings(3PC)"
아모레퍼시픽홀딩스,002790,화학,"아모레퍼시픽홀딩스보통주, AMOREPACIFIC Holdings"
아모텍,052710,전기·전자,"아모텍, Amotech Co., Ltd."
아미노로직스,074430,제약,"아미노로직스, AMINOLOGICS CO.,LTD."
아미코젠,092040,음식료·담배,"아미코젠, Amicogen, Inc."
아바코,083930,기계·장비,"아바코, AVACO CO.,LTD."
아바텍,149950,전기·전자,"아바텍, AVATEC CO., LTD."
아비코전자,036010,전기·전자,"아비코전자, ABCO ELECTRONICS CO., LTD."
아세아,002030,일반서비스,"아세아보통주, ASIA HOLDINGS"
아세아시멘트,183190,비금속,"아세아시멘트보통주, ASIACEMENT"
아세아제지,002310,종이·목재,"아세아제지보통주, AsiaPaperManufacturing"
아세아텍,050860,기계·장비,"아세아텍, ASIA TECHNOLOGY Co., Ltd."
아센디오,012170,오락·문화,"아센디오보통주, Ascendio"
아셈스,136410,화학,"아셈스, ASSEMS INC."
아스타,246720,제약,"아스타, ASTA Co., Ltd."
아스테라시스,450950,의료·정밀기기,"아스테라시스, ASTERASYS Co., Ltd."
아스트,067390,운송장비·부품,"아스트, AeroSpace Technology of Korea, Inc."
아스플로,159010,기계·장비,"아스플로, ASFLOW CO.,LTD."
아시아경제,127710,IT 서비스,"아시아경제, The Asia Business Daily Co., Ltd."
아시아나IDT,267850,IT 서비스,"아시아나IDT보통주, AsianaIDT"
아시아나항공,020560,운송·창고,"아시아나항공 보통주, Asiana Airlines"
아우딘퓨쳐스,227610,화학,"아우딘퓨쳐스, Outin Futures Co., Ltd."
아우토크립트,331740,IT 서비스,"아우토크립트, Autocrypt Co., Ltd."
아이디스,143160,전기·전자,"아이디스, Intelligent Digital Integrated Security Co., Ltd"
아이디스홀딩스,054800,일반서비스,"아이디스홀딩스, IDIS Holdings Co., Ltd."
아이디피,332370,전기·전자,"아이디피, IDP Corp., Ltd."
아이로보틱스,066430,유통,"아이로보틱스, I-ROBOTICS"
아이마켓코리아,122900,유통,"아이마켓코리아보통주, iMarketKorea Inc."
아이비김영,339950,일반서비스,"아이비김영, IBKIMYOUNG CO.,LTD."
아이비젼웍스,469750,기계·장비,"아이비젼웍스, IVISIONWORKS CO.,LTD."
IBKS제22호스팩,448760,금융,"아이비케이에스제22호기업인수목적, IBKS No.22 Special Purpose Acquisition Company"
IBKS제23호스팩,467930,금융,"아이비케이에스제23호기업인수목적, IBKS No.23 Special Purpose Acquisition Company"
IBKS제24호스팩,469480,금융,"아이비케이에스제24호기업인수목적, IBKS No.24 Special Purpose Acquisition Company"
아이빔테크놀로지,460470,의료·정밀기기,"아이빔테크놀로지, IVIM Technology, Inc."
아이센스,099190,의료·정밀기기,"아이센스, i-SENS, Inc."
아이스크림미디어,461300,IT 서비스,"아이스크림미디어, i-Scream Media CO., LTD."
아이스크림에듀,289010,오락·문화,"아이스크림에듀, i-Scream Edu Co., Ltd."
아이쓰리시스템,214430,전기·전자,"아이쓰리시스템, i3system, Ind."
아이씨디,040910,기계·장비,"아이씨디, ICD Co., Ltd."
아이씨에이치,368600,전기·전자,"아이씨에이치, ICH Co., Ltd."
아이씨티케이,456010,전기·전자,"아이씨티케이, ICTK Co., Ltd."
아이앤씨,052860,전기·전자,"아이앤씨테크놀로지, I&C Technology Co., Ltd."
아이언디바이스,464500,전기·전자,"아이언디바이스, Iron Device Corp."
아이에스동서,010780,비금속,"아이에스동서보통주, IS DONGSEO"
ISC,095340,유통,"아이에스시, ISC Co., LTD."
아이에스티이,212710,전기·전자,"아이에스티이, ISTE Co.,Ltd."
아이에이,038880,전기·전자,"아이에이, iA, Inc."
아이엘,307180,전기·전자,"아이엘, IL"
아이엠,101390,전기·전자,"아이엠, IM CO., LTD"
iM금융지주,139130,기타금융,"아이엠금융지주보통주, iM Financial Group"
아이엠비디엑스,461030,일반서비스,"아이엠비디엑스, IMBdx, Inc."
iMBC,052220,오락·문화,"아이엠비씨, iMBC Co., Ltd."
아이엠티,451220,기계·장비,"아이엠티, IMT Co.,Ltd."
아이윈,090150,운송장비·부품,"아이윈, iWIN"
아이윈플러스,123010,전기·전자,"아이윈플러스, iWIN PLUS"
아이즈비전,031310,통신,"아이즈비전, EYESVISION CORPORATION"
아이지넷,462980,IT 서비스,"아이지넷, Aiji net Inc."
아이진,185490,일반서비스,"아이진, EyeGene,Inc"
아이컴포넌트,059100,전기·전자,"아이컴포넌트, i-Components Co., Ltd"
아이퀘스트,262840,IT 서비스,"아이퀘스트, IQUEST Co., Ltd."
아이큐어,175250,제약,"아이큐어, Icure Pharmaceutical Incorporation"
아이크래프트,052460,IT 서비스,"아이크래프트, iCRAFT Co., Ltd."
아이텍,119830,일반서비스,"아이텍, ITEK, Inc."
아이톡시,052770,IT 서비스,"아이톡시, ITOXI Corp."
아이티센글로벌,124500,IT 서비스,"아이티센글로벌, ITCENGLOBAL"
아이티센씨티에스,031820,IT 서비스,"아이티센씨티에스보통주, ITCENCTS"
아이티센엔텍,010280,IT 서비스,"아이티센엔텍, ITCENENTEC"
아이티센피엔에스,232830,IT 서비스,"아이티센피엔에스, ITCENPNS"
아이티아이즈,372800,IT 서비스,"아이티아이즈, ITEYES Inc."
아이티엠반도체,084850,전기·전자,"아이티엠반도체, ITM Semiconductor Co., Ltd"
아이티켐,309710,제약,"아이티켐, IT-CHEM Co., Ltd."
아이패밀리에스씨,114840,화학,"아이패밀리에스씨, iFamilySC Co., Ltd."
아주스틸,139990,금속,"아주스틸보통주, AJUSTEEL"
아주IB투자,027360,금융,"아주아이비투자, AJU IB INVESTMENT CO., LTD."
아즈텍WB,032080,섬유·의류,"아즈텍더블유비이, AZTECH WB CO., LTD"
아진산업,013310,운송장비·부품,"아진산업, A-JIN INDUSTRY CO.,LTD"
아진엑스텍,059120,전기·전자,"아진엑스텍, AJINEXTEK Co., Ltd."
아진전자부품,009320,운송장비·부품,"아진전자부품보통주, AJIN ELECTRONIC COMPONENTS"
아크솔루션스,203690,종이·목재,"아크솔루션스, Ark Solutions"
아톤,158430,IT 서비스,"아톤, ATON Inc."
아티스트스튜디오,200350,오락·문화,"아티스트스튜디오, Artist Studio"
아티스트컴퍼니,321820,IT 서비스,"아티스트컴퍼니, Artist Company"
안국약품,001540,제약,"안국약품, AHN-GOOK PHARMACEUTICAL Co., Ltd."
안랩,053800,IT 서비스,"안랩, AHNLAB,INC."
안트로젠,065660,유통,"안트로젠, ANTEROGEN CO., LTD."
알로이스,297570,전기·전자,"알로이스, ALOYS Inc."
알루코,001780,금속,"알루코 보통주, ALUKO CO.,LTD."
알리코제약,260660,제약,"알리코제약, KOREA ARLICO PHARM CO.,LTD."
